path,component_family,disposition,successor_hint,inverse_evidence,provisional_gap
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_7_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_7_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_7_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_8.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_8_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_8_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_8_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_8_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_concrete_anchor_8_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_decomposition_step_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_decomposition_step_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_decomposition_step_3.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_decomposition_step_4.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_decomposition_step_5.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_decomposition_step_6.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_0.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_3.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_4.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_5.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_6.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_7.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_description_8.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_olog_box.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_0.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_1_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_3.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_4.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_4_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_5.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_6.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_7.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_mittens_cocone_universal_theorem_yoneda_hom_leg_8.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_cheese_trap_immunity.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_circuit_imprint_tensor.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_0.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_0_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_0_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_0_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_0_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_1_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_1_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_1_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_1_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_2_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_2_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_2_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_2_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_3.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_3_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_3_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_3_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_3_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_concrete_anchor_3_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_decomposition_step_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_decomposition_step_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_decomposition_step_3.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_decomposition_step_4.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_decomposition_step_5.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_decomposition_step_6.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_description_0.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_description_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_description_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_description_3.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_olog_box.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_yoneda_hom_leg_0.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_yoneda_hom_leg_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_music_archivist_entry_point_yoneda_hom_leg_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_cheese_trap_immunity.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_circuit_imprint_tensor.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_0.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_0_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_0_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_0_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_0_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_0_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_1.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_10.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_10_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_10_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_10_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_10_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_11.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_11_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_11_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_11_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_11_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_11_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_12.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_12_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_12_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_12_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_12_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_13.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_13_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_13_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_13_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_13_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_14.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_14_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_14_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_14_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_14_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_15.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_15_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_15_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_15_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_15_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_16.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_16_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_16_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_16_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_16_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_17.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_17_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_17_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_17_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_17_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_17_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_18.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_18_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_18_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_18_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_18_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_18_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_19.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_19_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_19_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_19_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_19_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_19_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_1_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_1_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_1_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_1_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_2.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_20.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_20_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_20_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_20_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_20_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_2_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_2_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_2_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_2_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_3.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_3_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_3_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_3_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_3_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_3_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_4.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_4_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_4_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_4_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_4_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_5.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_5_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_5_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_5_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_5_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_6.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_6_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_6_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_6_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_6_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_6_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_7.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_7_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_7_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_7_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_7_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_7_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_8.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_8_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_8_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_8_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_8_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_8_example.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_9.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_9_addl_base_topic.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_9_addl_circuit_corner.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_9_addl_dunbar_layer.ttl,basicttl/ontology-source,reuse,,,
basicttl/_verb/11_base_commutative_diagram/02_negative_regression_gippidy_walk_concrete_anchor_9_addl_paper_kind.ttl,basicttl/ontology-source,reuse,,,
